slug,outcome,analysis_outcome,label,category,category_label,family,data_frequency,panel_path,output_dir,figure_path,hybrid_excluded,cluster_var,reference_event_time,status,note,analysis_sample,n_panel_rows,n_observations,n_municipalities,n_municipalities_with_nonmissing_outcome,n_treated_municipalities,n_never_treated_municipalities,sample_year_min,sample_year_max,hybrid_municipalities_excluded,duplicate_unit_period_rows,event_time_step,analysis_period_note,event_time0_estimate,post_mean_event_1_8_ref0,post_abs_mean_event_1_8_ref0,n_pre_estimates,max_abs_pretrend_t,n_pre_p05,pretrend_label,n_post_estimates,pretrend_rank,post_abs_rank_value,why_tested,source_note,source_urls,measurement_variant,plot_path_absolute,output_dir_absolute,panel_path_absolute
inep_transition_total_taxa_repetencia_ef_anos_finais,inep_transition_total_taxa_repetencia_ef_anos_finais,inep_transition_total_taxa_repetencia_ef_anos_finais,Total Taxa Repetencia Ef Anos Finais,education,Education outcomes,dropout_flow,annual,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_transition_total_taxa_repetencia_ef_anos_finais,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_total_taxa_repetencia_ef_anos_finais_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_total_taxa_repetencia_ef_anos_finais.parquet,84777,52442,4037,4036,2792,1244,2008,2020,1534,0,1,,-0.3108692535180753,-1.0788490873877017,1.0788490873877017,8,3.6833116401240735,3,fail,8,3,1.0788490873877017,"Education outcomes are relevant because the core BVR evidence changes recorded education composition; school flow, learning, teacher inputs, and education spending are useful placebo/mechanism screens for municipal public-service changes.","Base dos Dados INEP tables: Indicadores Educacionais, IDEB, SAEB, Sinopse/Censo Escolar, plus SICONFI education spending.",https://basedosdados.org/dataset/63f1218f-c446-4835-b746-f109a338e3a1; https://basedosdados.org/dataset/96eab476-5d30-459b-82be-f888d4d0d6b9; https://basedosdados.org/dataset/e083c9a2-1cee-4342-bedc-535cbad6f3cd; https://basedosdados.org/dataset/386927a4-4ee8-4975-8ff3-beece3474942,share/rate,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_total_taxa_repetencia_ef_anos_finais_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_transition_total_taxa_repetencia_ef_anos_finais,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet
municipal_eja_enrollment_per_1000,enrollment_municipal_eja_total_per_1000,enrollment_municipal_eja_total_per_1000,"EJA enrollment per 1,000 residents, municipal schools",adult_eja,Adult education / EJA outcomes,adult_enrollment,annual,data/clean/downstream/bdd_adult_education_bvr_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/adult_eja/annual/adult_enrollment/municipal_eja_enrollment_per_1000,resources/figures/downstream_bjs_ref0_nonhybrid/adult_eja/annual/municipal_eja_enrollment_per_1000_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/adult_eja/annual/municipal_eja_enrollment_per_1000.parquet,84777,56482,4037,4036,2792,1244,2007,2020,1534,0,1,,0.3930011119613499,1.070912794532379,1.070912794532379,8,2.69181354984378,3,fail,8,3,1.070912794532379,"Adult education and EJA outcomes are direct mechanism screens for whether BVR-induced education-record updating or administrative outreach coincided with adult schooling demand, staffing, or EJA spending.",Base dos Dados INEP Sinopse/Censo Escolar EJA tables and SICONFI education subfunction spending.,https://basedosdados.org/dataset/386927a4-4ee8-4975-8ff3-beece3474942; https://basedosdados.org/dataset/5a3dec52-8740-460e-b31d-0e0347979da0,population rate,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/adult_eja/annual/municipal_eja_enrollment_per_1000_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/adult_eja/annual/adult_enrollment/municipal_eja_enrollment_per_1000,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_adult_education_bvr_panel_2000_2020.parquet
inep_ind_publica_tdi_ef_anos_finais,inep_ind_publica_tdi_ef_anos_finais,inep_ind_publica_tdi_ef_anos_finais,Publica Tdi Ef Anos Finais,education,Education outcomes,dropout_flow,annual,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_ind_publica_tdi_ef_anos_finais,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_tdi_ef_anos_finais_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_tdi_ef_anos_finais.parquet,84777,60502,4037,4036,2792,1244,2006,2020,1534,0,1,,0.1542979748518328,-1.0702241726995156,1.0702241726995156,8,4.213105286894789,2,fail,8,3,1.0702241726995156,"Education outcomes are relevant because the core BVR evidence changes recorded education composition; school flow, learning, teacher inputs, and education spending are useful placebo/mechanism screens for municipal public-service changes.","Base dos Dados INEP tables: Indicadores Educacionais, IDEB, SAEB, Sinopse/Censo Escolar, plus SICONFI education spending.",https://basedosdados.org/dataset/63f1218f-c446-4835-b746-f109a338e3a1; https://basedosdados.org/dataset/96eab476-5d30-459b-82be-f888d4d0d6b9; https://basedosdados.org/dataset/e083c9a2-1cee-4342-bedc-535cbad6f3cd; https://basedosdados.org/dataset/386927a4-4ee8-4975-8ff3-beece3474942,level/index,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_tdi_ef_anos_finais_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_ind_publica_tdi_ef_anos_finais,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet
inep_transition_publica_taxa_promocao_ef,inep_transition_publica_taxa_promocao_ef,inep_transition_publica_taxa_promocao_ef,Publica Taxa Promocao Ef,education,Education outcomes,dropout_flow,annual,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_transition_publica_taxa_promocao_ef,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_publica_taxa_promocao_ef_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_publica_taxa_promocao_ef.parquet,84777,52442,4037,4036,2792,1244,2008,2020,1534,0,1,,0.2147666581218945,1.0611822265415525,1.0611822265415525,8,5.01552739965831,4,fail,8,3,1.0611822265415525,"Education outcomes are relevant because the core BVR evidence changes recorded education composition; school flow, learning, teacher inputs, and education spending are useful placebo/mechanism screens for municipal public-service changes.","Base dos Dados INEP tables: Indicadores Educacionais, IDEB, SAEB, Sinopse/Censo Escolar, plus SICONFI education spending.",https://basedosdados.org/dataset/63f1218f-c446-4835-b746-f109a338e3a1; https://basedosdados.org/dataset/96eab476-5d30-459b-82be-f888d4d0d6b9; https://basedosdados.org/dataset/e083c9a2-1cee-4342-bedc-535cbad6f3cd; https://basedosdados.org/dataset/386927a4-4ee8-4975-8ff3-beece3474942,share/rate,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_publica_taxa_promocao_ef_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_transition_publica_taxa_promocao_ef,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet
inep_transition_publica_taxa_repetencia_ef_anos_finais,inep_transition_publica_taxa_repetencia_ef_anos_finais,inep_transition_publica_taxa_repetencia_ef_anos_finais,Publica Taxa Repetencia Ef Anos Finais,education,Education outcomes,dropout_flow,annual,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_transition_publica_taxa_repetencia_ef_anos_finais,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_publica_taxa_repetencia_ef_anos_finais_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_publica_taxa_repetencia_ef_anos_finais.parquet,84777,52442,4037,4036,2792,1244,2008,2020,1534,0,1,,-0.2880659273858269,-1.0407823442369375,1.0407823442369375,8,3.377022765053237,2,fail,8,3,1.0407823442369375,"Education outcomes are relevant because the core BVR evidence changes recorded education composition; school flow, learning, teacher inputs, and education spending are useful placebo/mechanism screens for municipal public-service changes.","Base dos Dados INEP tables: Indicadores Educacionais, IDEB, SAEB, Sinopse/Censo Escolar, plus SICONFI education spending.",https://basedosdados.org/dataset/63f1218f-c446-4835-b746-f109a338e3a1; https://basedosdados.org/dataset/96eab476-5d30-459b-82be-f888d4d0d6b9; https://basedosdados.org/dataset/e083c9a2-1cee-4342-bedc-535cbad6f3cd; https://basedosdados.org/dataset/386927a4-4ee8-4975-8ff3-beece3474942,share/rate,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_publica_taxa_repetencia_ef_anos_finais_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_transition_publica_taxa_repetencia_ef_anos_finais,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet
ideb_municipal_ef_final_nota_saeb_matematica,ideb_municipal_ef_final_nota_saeb_matematica,ideb_municipal_ef_final_nota_saeb_matematica,Municipal Ef Final Nota Matematica,education,Education outcomes,achievement,biennial,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/ideb_municipal_ef_final_nota_saeb_matematica,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/ideb_municipal_ef_final_nota_saeb_matematica_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/biennial/ideb_municipal_ef_final_nota_saeb_matematica.parquet,80740,17379,4037,2612,1911,701,2004,2018,1534,0,2,"Biennial assessment years use analysis period = assessment year - 1, so the first post-BVR assessment is event time 0 and adjacent waves are two-year steps.",1.4628373530544925,1.040602769472689,1.040602769472689,4,5.823319862230006,4,fail,4,3,1.040602769472689,"Education outcomes are relevant because the core BVR evidence changes recorded education composition; school flow, learning, teacher inputs, and education spending are useful placebo/mechanism screens for municipal public-service changes.","Base dos Dados INEP tables: Indicadores Educacionais, IDEB, SAEB, Sinopse/Censo Escolar, plus SICONFI education spending.",https://basedosdados.org/dataset/63f1218f-c446-4835-b746-f109a338e3a1; https://basedosdados.org/dataset/96eab476-5d30-459b-82be-f888d4d0d6b9; https://basedosdados.org/dataset/e083c9a2-1cee-4342-bedc-535cbad6f3cd; https://basedosdados.org/dataset/386927a4-4ee8-4975-8ff3-beece3474942,level/index,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/ideb_municipal_ef_final_nota_saeb_matematica_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/ideb_municipal_ef_final_nota_saeb_matematica,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet
child_spending_share_clean,spending_child_share_education_clean_pp,spending_child_share_education_clean_pp,"Child/basic share of education spending, clean denominator",adult_eja,Adult education / EJA outcomes,spending,annual,data/clean/downstream/bdd_adult_education_bvr_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/adult_eja/annual/spending/child_spending_share_clean,resources/figures/downstream_bjs_ref0_nonhybrid/adult_eja/annual/child_spending_share_clean_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/adult_eja/annual/child_spending_share_clean.parquet,84777,64079,4037,4034,2790,1244,2004,2020,1534,0,1,,0.3798165716768402,1.0296228492682309,1.0296228492682309,8,2.5734477099614006,3,fail,8,3,1.0296228492682309,"Adult education and EJA outcomes are direct mechanism screens for whether BVR-induced education-record updating or administrative outreach coincided with adult schooling demand, staffing, or EJA spending.",Base dos Dados INEP Sinopse/Censo Escolar EJA tables and SICONFI education subfunction spending.,https://basedosdados.org/dataset/386927a4-4ee8-4975-8ff3-beece3474942; https://basedosdados.org/dataset/5a3dec52-8740-460e-b31d-0e0347979da0,share/rate,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/adult_eja/annual/child_spending_share_clean_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/adult_eja/annual/spending/child_spending_share_clean,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_adult_education_bvr_panel_2000_2020.parquet
sinasc_all_prenatal_1to3_share_known_pp,sinasc_all_prenatal_1to3_share_known_pp,sinasc_all_prenatal_1to3_share_known_pp,1-3 prenatal visits share: All mothers,birth_health,Birth and health outcomes,sinasc_all,annual,data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all/sinasc_all_prenatal_1to3_share_known_pp,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all_prenatal_1to3_share_known_pp_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,SINASC outcomes inside the BDD health screen.,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all_prenatal_1to3_share_known_pp.parquet,84777,84607,4037,4036,2792,1244,2000,2020,1534,0,1,,-0.3564302799725795,-1.0160473015544798,1.0160473015544798,8,6.761536597141693,8,fail,8,3,1.0160473015544798,"Health and birth outcomes are plausible downstream service-delivery or selection margins: BVR could shift who remains administratively connected, local political attention, or municipal health-service capacity around the rollout.","Base dos Dados health tables: SINASC, SIM, immunization, primary-care/IEPS-derived municipal health measures.",https://basedosdados.org/dataset/48ccef51-8207-40ee-af5b-134c8ac3fb8c; https://basedosdados.org/dataset/5beeec93-cbf3-43f6-9eea-9bee6a0d1683,share/rate,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all_prenatal_1to3_share_known_pp_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all/sinasc_all_prenatal_1to3_share_known_pp,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet
inep_ind_publica_taxa_reprovacao_em,inep_ind_publica_taxa_reprovacao_em,inep_ind_publica_taxa_reprovacao_em,Publica Taxa Reprovacao Em,education,Education outcomes,dropout_flow,annual,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_ind_publica_taxa_reprovacao_em,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_taxa_reprovacao_em_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_taxa_reprovacao_em.parquet,84777,52275,4037,4030,2786,1244,2007,2019,1534,0,1,,0.8507411299749943,1.0119607389950716,1.0119607389950716,8,7.020341762413045,8,fail,8,3,1.0119607389950716,"Education outcomes are relevant because the core BVR evidence changes recorded education composition; school flow, learning, teacher inputs, and education spending are useful placebo/mechanism screens for municipal public-service changes.","Base dos Dados INEP tables: Indicadores Educacionais, IDEB, SAEB, Sinopse/Censo Escolar, plus SICONFI education spending.",https://basedosdados.org/dataset/63f1218f-c446-4835-b746-f109a338e3a1; https://basedosdados.org/dataset/96eab476-5d30-459b-82be-f888d4d0d6b9; https://basedosdados.org/dataset/e083c9a2-1cee-4342-bedc-535cbad6f3cd; https://basedosdados.org/dataset/386927a4-4ee8-4975-8ff3-beece3474942,share/rate,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_taxa_reprovacao_em_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_ind_publica_taxa_reprovacao_em,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet
sinasc_lowedu_no_prenatal_share_known_pp,sinasc_lowedu_no_prenatal_share_known_pp,sinasc_lowedu_no_prenatal_share_known_pp,No prenatal visits share: Low education proxy,birth_health,Birth and health outcomes,sinasc_lowedu,annual,data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu/sinasc_lowedu_no_prenatal_share_known_pp,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu_no_prenatal_share_known_pp_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,SINASC outcomes inside the BDD health screen.,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu_no_prenatal_share_known_pp.parquet,84777,84310,4037,4036,2792,1244,2000,2020,1534,0,1,,-0.0571433116522163,-0.9965969179655494,0.9965969179655494,8,3.5698802065015296,6,fail,8,3,0.9965969179655494,"Health and birth outcomes are plausible downstream service-delivery or selection margins: BVR could shift who remains administratively connected, local political attention, or municipal health-service capacity around the rollout.","Base dos Dados health tables: SINASC, SIM, immunization, primary-care/IEPS-derived municipal health measures.",https://basedosdados.org/dataset/48ccef51-8207-40ee-af5b-134c8ac3fb8c; https://basedosdados.org/dataset/5beeec93-cbf3-43f6-9eea-9bee6a0d1683,share/rate,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu_no_prenatal_share_known_pp_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu/sinasc_lowedu_no_prenatal_share_known_pp,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet
inep_transition_total_taxa_repetencia_ef,inep_transition_total_taxa_repetencia_ef,inep_transition_total_taxa_repetencia_ef,Total Taxa Repetencia Ef,education,Education outcomes,dropout_flow,annual,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_transition_total_taxa_repetencia_ef,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_total_taxa_repetencia_ef_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_total_taxa_repetencia_ef.parquet,84777,52442,4037,4036,2792,1244,2008,2020,1534,0,1,,-0.2038954800956188,-0.9620400765370012,0.9620400765370012,8,6.072714318178987,6,fail,8,3,0.9620400765370012,"Education outcomes are relevant because the core BVR evidence changes recorded education composition; school flow, learning, teacher inputs, and education spending are useful placebo/mechanism screens for municipal public-service changes.","Base dos Dados INEP tables: Indicadores Educacionais, IDEB, SAEB, Sinopse/Censo Escolar, plus SICONFI education spending.",https://basedosdados.org/dataset/63f1218f-c446-4835-b746-f109a338e3a1; https://basedosdados.org/dataset/96eab476-5d30-459b-82be-f888d4d0d6b9; https://basedosdados.org/dataset/e083c9a2-1cee-4342-bedc-535cbad6f3cd; https://basedosdados.org/dataset/386927a4-4ee8-4975-8ff3-beece3474942,share/rate,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_total_taxa_repetencia_ef_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_transition_total_taxa_repetencia_ef,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet
inep_transition_total_taxa_repetencia_ef_anos_iniciais,inep_transition_total_taxa_repetencia_ef_anos_iniciais,inep_transition_total_taxa_repetencia_ef_anos_iniciais,Total Taxa Repetencia Ef Anos Iniciais,education,Education outcomes,dropout_flow,annual,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_transition_total_taxa_repetencia_ef_anos_iniciais,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_total_taxa_repetencia_ef_anos_iniciais_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_total_taxa_repetencia_ef_anos_iniciais.parquet,84777,52442,4037,4036,2792,1244,2008,2020,1534,0,1,,-0.1389230854881207,-0.9236957226620072,0.9236957226620072,8,5.870492286073263,6,fail,8,3,0.9236957226620072,"Education outcomes are relevant because the core BVR evidence changes recorded education composition; school flow, learning, teacher inputs, and education spending are useful placebo/mechanism screens for municipal public-service changes.","Base dos Dados INEP tables: Indicadores Educacionais, IDEB, SAEB, Sinopse/Censo Escolar, plus SICONFI education spending.",https://basedosdados.org/dataset/63f1218f-c446-4835-b746-f109a338e3a1; https://basedosdados.org/dataset/96eab476-5d30-459b-82be-f888d4d0d6b9; https://basedosdados.org/dataset/e083c9a2-1cee-4342-bedc-535cbad6f3cd; https://basedosdados.org/dataset/386927a4-4ee8-4975-8ff3-beece3474942,share/rate,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_total_taxa_repetencia_ef_anos_iniciais_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_transition_total_taxa_repetencia_ef_anos_iniciais,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet
inep_transition_publica_taxa_repetencia_ef,inep_transition_publica_taxa_repetencia_ef,inep_transition_publica_taxa_repetencia_ef,Publica Taxa Repetencia Ef,education,Education outcomes,dropout_flow,annual,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_transition_publica_taxa_repetencia_ef,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_publica_taxa_repetencia_ef_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_publica_taxa_repetencia_ef.parquet,84777,52442,4037,4036,2792,1244,2008,2020,1534,0,1,,-0.1761698628721683,-0.9164445973705552,0.9164445973705552,8,5.617349738238605,5,fail,8,3,0.9164445973705552,"Education outcomes are relevant because the core BVR evidence changes recorded education composition; school flow, learning, teacher inputs, and education spending are useful placebo/mechanism screens for municipal public-service changes.","Base dos Dados INEP tables: Indicadores Educacionais, IDEB, SAEB, Sinopse/Censo Escolar, plus SICONFI education spending.",https://basedosdados.org/dataset/63f1218f-c446-4835-b746-f109a338e3a1; https://basedosdados.org/dataset/96eab476-5d30-459b-82be-f888d4d0d6b9; https://basedosdados.org/dataset/e083c9a2-1cee-4342-bedc-535cbad6f3cd; https://basedosdados.org/dataset/386927a4-4ee8-4975-8ff3-beece3474942,share/rate,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_publica_taxa_repetencia_ef_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_transition_publica_taxa_repetencia_ef,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet
inep_transition_publica_taxa_repetencia_ef_anos_iniciais,inep_transition_publica_taxa_repetencia_ef_anos_iniciais,inep_transition_publica_taxa_repetencia_ef_anos_iniciais,Publica Taxa Repetencia Ef Anos Iniciais,education,Education outcomes,dropout_flow,annual,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_transition_publica_taxa_repetencia_ef_anos_iniciais,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_publica_taxa_repetencia_ef_anos_iniciais_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_publica_taxa_repetencia_ef_anos_iniciais.parquet,84777,52442,4037,4036,2792,1244,2008,2020,1534,0,1,,-0.1153033560375769,-0.8808623866806,0.8808623866806,8,5.543044734547513,6,fail,8,3,0.8808623866806,"Education outcomes are relevant because the core BVR evidence changes recorded education composition; school flow, learning, teacher inputs, and education spending are useful placebo/mechanism screens for municipal public-service changes.","Base dos Dados INEP tables: Indicadores Educacionais, IDEB, SAEB, Sinopse/Censo Escolar, plus SICONFI education spending.",https://basedosdados.org/dataset/63f1218f-c446-4835-b746-f109a338e3a1; https://basedosdados.org/dataset/96eab476-5d30-459b-82be-f888d4d0d6b9; https://basedosdados.org/dataset/e083c9a2-1cee-4342-bedc-535cbad6f3cd; https://basedosdados.org/dataset/386927a4-4ee8-4975-8ff3-beece3474942,share/rate,C:/Users/Gabriel/Projects/biometric-voting/resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_publica_taxa_repetencia_ef_anos_iniciais_bjs_ref0_nonhybrid.png,C:/Users/Gabriel/Projects/biometric-voting/resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_transition_publica_taxa_repetencia_ef_anos_iniciais,C:/Users/Gabriel/Projects/biometric-voting/data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet
